holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,hour,day_of_week,month,year,is_weekend,lag_1,lag_24,lag_168,traffic_volume
none,15.59,0.00,0.00,1.00,clear,sky is clear,10.00,6.00,9.00,2015.00,True,3364.00,4594.00,3069.00,4270.00
none,18.27,0.00,0.00,1.00,clear,sky is clear,11.00,6.00,9.00,2015.00,True,4270.00,4587.00,3449.00,4219.00
none,19.59,0.00,0.00,1.00,clear,sky is clear,12.00,6.00,9.00,2015.00,True,4219.00,4639.00,3765.00,4239.00
none,20.62,0.00,0.00,1.00,clear,sky is clear,13.00,6.00,9.00,2015.00,True,4239.00,4423.00,3715.00,4124.00
none,21.43,0.00,0.00,1.00,clear,sky is clear,14.00,6.00,9.00,2015.00,True,4124.00,4506.00,3700.00,4070.00
none,21.39,0.00,0.00,40.00,clouds,scattered clouds,15.00,6.00,9.00,2015.00,True,4070.00,4325.00,3949.00,4185.00
none,21.30,0.00,0.00,1.00,rain,light rain,16.00,6.00,9.00,2015.00,True,4185.00,4578.00,3919.00,4183.00
none,19.71,0.25,0.00,90.00,thunderstorm,thunderstorm with rain,17.00,6.00,9.00,2015.00,True,4183.00,4825.00,3824.00,4054.00
none,17.37,1.52,0.00,90.00,thunderstorm,proximity thunderstorm,18.00,6.00,9.00,2015.00,True,4054.00,3961.00,3719.00,3857.00
none,13.91,0.00,0.00,1.00,clear,sky is clear,3.00,0.00,9.00,2015.00,False,235.00,413.00,318.00,336.00
none,13.37,0.00,0.00,1.00,clear,sky is clear,4.00,0.00,9.00,2015.00,False,336.00,367.00,825.00,875.00
none,13.27,0.00,0.00,1.00,clear,sky is clear,5.00,0.00,9.00,2015.00,False,875.00,515.00,2910.00,2827.00
none,13.41,0.00,0.00,1.00,clear,sky is clear,6.00,0.00,9.00,2015.00,False,2827.00,882.00,5620.00,5635.00
none,16.53,0.00,0.00,1.00,clear,sky is clear,9.00,0.00,9.00,2015.00,False,5917.00,3364.00,4982.00,5023.00
none,19.23,0.00,0.00,1.00,clear,sky is clear,10.00,0.00,9.00,2015.00,False,5023.00,4270.00,4291.00,4642.00
none,25.39,0.00,0.00,1.00,clear,sky is clear,13.00,0.00,9.00,2015.00,False,4785.00,4124.00,4802.00,4779.00
none,26.29,0.00,0.00,1.00,clear,sky is clear,14.00,0.00,9.00,2015.00,False,4779.00,4070.00,5294.00,5290.00
none,26.65,0.00,0.00,1.00,clear,sky is clear,15.00,0.00,9.00,2015.00,False,5290.00,4185.00,5863.00,5867.00
none,26.64,0.00,0.00,40.00,clouds,scattered clouds,16.00,0.00,9.00,2015.00,False,5867.00,4183.00,6579.00,6772.00
none,26.37,0.00,0.00,40.00,clouds,scattered clouds,17.00,0.00,9.00,2015.00,False,6772.00,4054.00,6019.00,6057.00
none,25.22,0.00,0.00,1.00,clear,sky is clear,18.00,0.00,9.00,2015.00,False,6057.00,3857.00,4331.00,4339.00
none,21.81,0.00,0.00,1.00,clear,sky is clear,20.00,0.00,9.00,2015.00,False,3458.00,2588.00,2965.00,2915.00
none,20.25,0.00,0.00,1.00,clear,sky is clear,22.00,0.00,9.00,2015.00,False,3165.00,1372.00,1440.00,2244.00
none,18.76,0.00,0.00,1.00,clear,sky is clear,0.00,1.00,9.00,2015.00,False,941.00,515.00,626.00,490.00
none,18.34,0.00,0.00,75.00,clouds,broken clouds,2.00,1.00,9.00,2015.00,False,309.00,235.00,257.00,255.00
none,18.47,0.00,0.00,40.00,clouds,scattered clouds,3.00,1.00,9.00,2015.00,False,255.00,336.00,338.00,354.00
none,18.34,0.00,0.00,75.00,clouds,broken clouds,4.00,1.00,9.00,2015.00,False,354.00,875.00,842.00,864.00
none,18.45,0.00,0.00,90.00,clouds,overcast clouds,5.00,1.00,9.00,2015.00,False,864.00,2827.00,3044.00,2968.00
none,18.23,0.00,0.00,90.00,clouds,overcast clouds,6.00,1.00,9.00,2015.00,False,2968.00,5635.00,5860.00,5797.00
none,19.53,0.00,0.00,90.00,drizzle,drizzle,12.00,1.00,9.00,2015.00,False,4711.00,4785.00,4908.00,4856.00
none,21.16,0.00,0.00,90.00,clouds,overcast clouds,13.00,1.00,9.00,2015.00,False,4856.00,4779.00,5161.00,4836.00
none,22.16,0.00,0.00,1.00,clear,sky is clear,14.00,1.00,9.00,2015.00,False,4836.00,5290.00,5351.00,5335.00
none,22.80,0.00,0.00,1.00,clear,sky is clear,15.00,1.00,9.00,2015.00,False,5335.00,5867.00,5708.00,5948.00
none,22.70,0.00,0.00,90.00,clouds,overcast clouds,16.00,1.00,9.00,2015.00,False,5948.00,6772.00,6749.00,6790.00
none,22.56,0.00,0.00,90.00,clouds,overcast clouds,17.00,1.00,9.00,2015.00,False,6790.00,6057.00,6263.00,6635.00
none,21.84,0.00,0.00,90.00,clouds,overcast clouds,18.00,1.00,9.00,2015.00,False,6635.00,4339.00,4733.00,4930.00
none,18.18,0.00,0.00,1.00,clear,sky is clear,21.00,1.00,9.00,2015.00,False,2934.00,3165.00,2894.00,2473.00
none,17.42,0.00,0.00,1.00,clear,sky is clear,22.00,1.00,9.00,2015.00,False,2473.00,2244.00,1848.00,1609.00
none,17.16,0.00,0.00,1.00,clear,sky is clear,23.00,1.00,9.00,2015.00,False,1609.00,941.00,2991.00,987.00
none,16.93,0.00,0.00,1.00,mist,mist,0.00,2.00,9.00,2015.00,False,987.00,490.00,668.00,542.00
none,16.37,0.00,0.00,1.00,mist,mist,1.00,2.00,9.00,2015.00,False,542.00,309.00,414.00,328.00
none,16.23,0.00,0.00,1.00,mist,mist,2.00,2.00,9.00,2015.00,False,328.00,255.00,278.00,257.00
none,16.12,0.00,0.00,1.00,mist,mist,3.00,2.00,9.00,2015.00,False,257.00,354.00,367.00,340.00
none,15.99,0.00,0.00,75.00,mist,mist,4.00,2.00,9.00,2015.00,False,340.00,864.00,861.00,890.00
none,16.05,0.00,0.00,40.00,mist,mist,5.00,2.00,9.00,2015.00,False,890.00,2968.00,3025.00,2997.00
none,16.08,0.00,0.00,75.00,mist,mist,6.00,2.00,9.00,2015.00,False,2997.00,5797.00,5905.00,5744.00
none,22.77,0.00,0.00,75.00,clouds,broken clouds,11.00,2.00,9.00,2015.00,False,4593.00,4711.00,4759.00,4819.00
none,22.74,0.00,0.00,40.00,clouds,scattered clouds,12.00,2.00,9.00,2015.00,False,4819.00,4856.00,5000.00,4865.00
none,23.10,0.25,0.00,40.00,rain,light rain,13.00,2.00,9.00,2015.00,False,4865.00,4836.00,5016.00,4766.00
none,22.73,5.08,0.00,75.00,thunderstorm,proximity thunderstorm,14.00,2.00,9.00,2015.00,False,4766.00,5335.00,5465.00,5153.00
none,20.07,0.51,0.00,90.00,drizzle,drizzle,17.00,2.00,9.00,2015.00,False,6251.00,6635.00,6317.00,6145.00
none,19.67,0.51,0.00,90.00,drizzle,light intensity drizzle,18.00,2.00,9.00,2015.00,False,6145.00,4930.00,4871.00,4634.00
none,18.77,0.51,0.00,90.00,drizzle,light intensity drizzle,20.00,2.00,9.00,2015.00,False,3368.00,2934.00,3275.00,2853.00
none,18.54,0.51,0.00,90.00,mist,mist,21.00,2.00,9.00,2015.00,False,2853.00,2473.00,2507.00,2422.00
none,18.54,0.38,0.00,75.00,drizzle,drizzle,22.00,2.00,9.00,2015.00,False,2422.00,1609.00,1570.00,1561.00
none,18.53,0.38,0.00,90.00,drizzle,drizzle,23.00,2.00,9.00,2015.00,False,1561.00,987.00,955.00,984.00
none,18.34,0.25,0.00,75.00,drizzle,drizzle,0.00,3.00,9.00,2015.00,False,984.00,542.00,530.00,522.00
none,18.39,0.25,0.00,90.00,drizzle,drizzle,1.00,3.00,9.00,2015.00,False,522.00,328.00,368.00,384.00
none,18.34,1.35,0.00,90.00,drizzle,drizzle,4.00,3.00,9.00,2015.00,False,386.00,890.00,876.00,879.00
none,17.71,0.76,0.00,90.00,drizzle,drizzle,7.00,3.00,9.00,2015.00,False,5377.00,6567.00,5705.00,6024.00
none,17.60,0.51,0.00,90.00,drizzle,drizzle,8.00,3.00,9.00,2015.00,False,6024.00,6080.00,5515.00,5940.00
none,17.68,0.00,0.00,90.00,drizzle,light intensity drizzle,9.00,3.00,9.00,2015.00,False,5940.00,5272.00,5359.00,5217.00
none,17.80,0.00,0.00,90.00,drizzle,drizzle,10.00,3.00,9.00,2015.00,False,5217.00,4593.00,4582.00,4782.00
none,18.27,0.00,0.00,40.00,rain,moderate rain,11.00,3.00,9.00,2015.00,False,4782.00,4819.00,4647.00,4788.00
none,18.50,0.76,0.00,40.00,drizzle,light intensity drizzle,12.00,3.00,9.00,2015.00,False,4788.00,4865.00,4959.00,5040.00
none,18.80,0.38,0.00,40.00,drizzle,light intensity drizzle,13.00,3.00,9.00,2015.00,False,5040.00,4766.00,4644.00,5171.00
none,19.36,0.00,0.00,90.00,drizzle,light intensity drizzle,14.00,3.00,9.00,2015.00,False,5171.00,5153.00,5182.00,5317.00
none,19.81,0.00,0.00,90.00,drizzle,light intensity drizzle,16.00,3.00,9.00,2015.00,False,5971.00,6251.00,6550.00,6454.00
none,19.70,0.00,0.00,75.00,mist,mist,17.00,3.00,9.00,2015.00,False,6454.00,6145.00,6223.00,6217.00
none,19.24,0.00,0.00,90.00,rain,light rain,18.00,3.00,9.00,2015.00,False,6217.00,4634.00,4557.00,4997.00
none,18.59,0.00,0.00,90.00,rain,light rain,19.00,3.00,9.00,2015.00,False,4997.00,3368.00,3351.00,3627.00
none,18.33,0.00,0.00,90.00,drizzle,light intensity drizzle,20.00,3.00,9.00,2015.00,False,3627.00,2853.00,3118.00,3032.00
none,18.04,0.00,0.00,90.00,clouds,overcast clouds,21.00,3.00,9.00,2015.00,False,3032.00,2422.00,2800.00,2588.00
none,17.92,0.00,0.00,90.00,clouds,overcast clouds,22.00,3.00,9.00,2015.00,False,2588.00,1561.00,2590.00,1920.00
none,17.73,0.00,0.00,90.00,mist,mist,23.00,3.00,9.00,2015.00,False,1920.00,984.00,1285.00,1171.00
none,17.71,0.00,0.00,90.00,mist,mist,0.00,4.00,9.00,2015.00,False,1171.00,522.00,702.00,655.00
none,17.40,0.00,0.00,90.00,mist,mist,1.00,4.00,9.00,2015.00,False,655.00,384.00,367.00,392.00
none,16.75,0.00,0.00,90.00,mist,mist,6.00,4.00,9.00,2015.00,False,2759.00,5377.00,5747.00,5722.00
none,17.15,0.00,0.00,90.00,mist,mist,9.00,4.00,9.00,2015.00,False,5805.00,5217.00,4986.00,4982.00
none,18.12,0.00,0.00,90.00,mist,mist,10.00,4.00,9.00,2015.00,False,4982.00,4782.00,4601.00,4596.00
none,24.65,0.00,0.00,1.00,clear,sky is clear,17.00,4.00,9.00,2015.00,False,6448.00,6217.00,5606.00,5792.00
none,23.44,0.00,0.00,1.00,haze,haze,18.00,4.00,9.00,2015.00,False,5792.00,4997.00,4809.00,4807.00
none,21.02,0.00,0.00,1.00,clear,sky is clear,19.00,4.00,9.00,2015.00,False,4807.00,3627.00,3695.00,4027.00
none,17.84,0.00,0.00,1.00,clear,sky is clear,20.00,4.00,9.00,2015.00,False,4027.00,3032.00,3395.00,3195.00
none,16.57,0.00,0.00,1.00,mist,mist,21.00,4.00,9.00,2015.00,False,3195.00,2588.00,2901.00,2997.00
none,15.50,0.00,0.00,1.00,mist,mist,22.00,4.00,9.00,2015.00,False,2997.00,1920.00,2490.00,2652.00
none,14.04,0.00,0.00,1.00,fog,fog,1.00,5.00,9.00,2015.00,True,1371.00,392.00,656.00,782.00
none,25.51,0.00,0.00,1.00,clear,sky is clear,16.00,5.00,9.00,2015.00,True,4455.00,6448.00,4578.00,4281.00
none,25.22,0.00,0.00,1.00,clear,sky is clear,17.00,5.00,9.00,2015.00,True,4281.00,5792.00,4825.00,4384.00
none,23.98,0.00,0.00,1.00,clear,sky is clear,18.00,5.00,9.00,2015.00,True,4384.00,4807.00,3961.00,4018.00
none,21.54,0.00,0.00,1.00,clear,sky is clear,19.00,5.00,9.00,2015.00,True,4018.00,4027.00,3552.00,3567.00
none,19.27,0.00,0.00,1.00,clear,sky is clear,20.00,5.00,9.00,2015.00,True,3567.00,3195.00,3260.00,3187.00
none,18.81,0.00,0.00,1.00,clear,sky is clear,21.00,5.00,9.00,2015.00,True,3187.00,2997.00,3111.00,2944.00
none,18.09,0.00,0.00,1.00,clear,sky is clear,22.00,5.00,9.00,2015.00,True,2944.00,2652.00,2991.00,2910.00
none,17.68,0.00,0.00,1.00,clear,sky is clear,0.00,6.00,9.00,2015.00,True,2264.00,1371.00,1529.00,1351.00
none,17.17,0.00,0.00,1.00,clear,sky is clear,1.00,6.00,9.00,2015.00,True,1351.00,782.00,941.00,1070.00
none,16.66,0.00,0.00,1.00,clear,sky is clear,2.00,6.00,9.00,2015.00,True,1070.00,656.00,743.00,725.00
none,16.16,0.00,0.00,1.00,clear,sky is clear,4.00,6.00,9.00,2015.00,True,428.00,432.00,367.00,336.00
none,15.02,0.00,0.00,1.00,clear,sky is clear,7.00,6.00,9.00,2015.00,True,912.00,2379.00,1345.00,1503.00
none,27.29,0.00,0.00,1.00,clear,sky is clear,15.00,6.00,9.00,2015.00,True,4350.00,4455.00,4185.00,4782.00
none,27.52,0.00,0.00,1.00,clear,sky is clear,16.00,6.00,9.00,2015.00,True,4782.00,4281.00,4183.00,4491.00
none,27.45,0.00,0.00,1.00,clear,sky is clear,17.00,6.00,9.00,2015.00,True,4491.00,4384.00,4054.00,4534.00
none,26.10,0.00,0.00,1.00,clear,sky is clear,18.00,6.00,9.00,2015.00,True,4534.00,4018.00,3857.00,4092.00
none,21.50,0.00,0.00,1.00,clear,sky is clear,20.00,6.00,9.00,2015.00,True,4550.00,3187.00,2588.00,3575.00
none,21.07,0.00,0.00,1.00,clear,sky is clear,22.00,6.00,9.00,2015.00,True,2234.00,2910.00,1372.00,1690.00
none,20.81,0.00,0.00,75.00,clouds,broken clouds,0.00,0.00,9.00,2015.00,False,999.00,1351.00,515.00,546.00
none,19.64,0.00,0.00,40.00,clouds,scattered clouds,4.00,0.00,9.00,2015.00,False,315.00,336.00,875.00,888.00
none,18.30,0.00,0.00,40.00,clouds,scattered clouds,8.00,0.00,9.00,2015.00,False,6558.00,2347.00,5917.00,5821.00
none,22.42,0.00,0.00,75.00,clouds,broken clouds,14.00,0.00,9.00,2015.00,False,4719.00,4350.00,5290.00,5130.00
none,22.56,0.00,0.00,75.00,clouds,broken clouds,15.00,0.00,9.00,2015.00,False,5130.00,4782.00,5867.00,5570.00
none,21.52,0.00,0.00,90.00,clouds,overcast clouds,16.00,0.00,9.00,2015.00,False,5570.00,4491.00,6772.00,6325.00
none,20.62,0.00,0.00,40.00,clouds,scattered clouds,17.00,0.00,9.00,2015.00,False,6325.00,4534.00,6057.00,6011.00
none,19.91,0.00,0.00,1.00,clear,sky is clear,18.00,0.00,9.00,2015.00,False,6011.00,4092.00,4339.00,4171.00
none,18.21,0.00,0.00,75.00,clouds,broken clouds,19.00,0.00,9.00,2015.00,False,4171.00,4550.00,3458.00,3323.00
none,17.54,0.00,0.00,90.00,clouds,overcast clouds,20.00,0.00,9.00,2015.00,False,3323.00,3575.00,2915.00,2581.00
none,16.37,0.00,0.00,75.00,clouds,broken clouds,21.00,0.00,9.00,2015.00,False,2581.00,2234.00,3165.00,2151.00
none,15.98,0.00,0.00,90.00,clouds,overcast clouds,22.00,0.00,9.00,2015.00,False,2151.00,1690.00,2244.00,1462.00
none,15.62,0.00,0.00,40.00,clouds,scattered clouds,23.00,0.00,9.00,2015.00,False,1462.00,999.00,941.00,960.00
none,15.43,0.00,0.00,75.00,clouds,broken clouds,0.00,1.00,9.00,2015.00,False,960.00,546.00,490.00,497.00
none,13.16,0.00,0.00,1.00,clear,sky is clear,3.00,1.00,9.00,2015.00,False,258.00,315.00,354.00,360.00
none,12.51,0.00,0.00,1.00,clear,sky is clear,4.00,1.00,9.00,2015.00,False,360.00,888.00,864.00,939.00
none,9.84,0.00,0.00,1.00,clear,sky is clear,6.00,1.00,9.00,2015.00,False,2995.00,5518.00,5797.00,5830.00
none,16.60,0.00,0.00,1.00,clear,sky is clear,15.00,1.00,9.00,2015.00,False,5299.00,5570.00,5948.00,5712.00
none,16.56,0.00,0.00,1.00,clear,sky is clear,16.00,1.00,9.00,2015.00,False,5712.00,6325.00,6790.00,6682.00
none,16.59,0.00,0.00,1.00,clear,sky is clear,17.00,1.00,9.00,2015.00,False,6682.00,6011.00,6635.00,6207.00
none,14.89,0.00,0.00,1.00,clear,sky is clear,18.00,1.00,9.00,2015.00,False,6207.00,4171.00,4930.00,4708.00
none,9.11,0.00,0.00,1.00,clear,sky is clear,20.00,1.00,9.00,2015.00,False,3481.00,2581.00,2934.00,2740.00
none,8.60,0.00,0.00,1.00,clear,sky is clear,21.00,1.00,9.00,2015.00,False,2740.00,2151.00,2473.00,2504.00
none,6.56,0.00,0.00,1.00,clear,sky is clear,22.00,1.00,9.00,2015.00,False,2504.00,1462.00,1609.00,1448.00
none,5.82,0.00,0.00,1.00,clear,sky is clear,23.00,1.00,9.00,2015.00,False,1448.00,960.00,987.00,933.00
none,5.50,0.00,0.00,1.00,clear,sky is clear,0.00,2.00,9.00,2015.00,False,933.00,497.00,542.00,551.00
none,4.18,0.00,0.00,1.00,clear,sky is clear,3.00,2.00,9.00,2015.00,False,273.00,360.00,340.00,348.00
none,4.06,0.00,0.00,1.00,clear,sky is clear,4.00,2.00,9.00,2015.00,False,348.00,939.00,890.00,947.00
none,3.74,0.00,0.00,1.00,clear,sky is clear,5.00,2.00,9.00,2015.00,False,947.00,2995.00,2997.00,3021.00
none,3.66,0.00,0.00,1.00,clear,sky is clear,6.00,2.00,9.00,2015.00,False,3021.00,5830.00,5744.00,5814.00
none,3.42,0.00,0.00,1.00,clear,sky is clear,7.00,2.00,9.00,2015.00,False,5814.00,6572.00,6567.00,6155.00
none,5.17,0.00,0.00,1.00,clear,sky is clear,8.00,2.00,9.00,2015.00,False,6155.00,5844.00,6080.00,5782.00
none,6.06,0.00,0.00,1.00,clear,sky is clear,9.00,2.00,9.00,2015.00,False,5782.00,5127.00,5272.00,5509.00
none,11.21,0.00,0.00,1.00,clear,sky is clear,10.00,2.00,9.00,2015.00,False,5509.00,4523.00,4593.00,4562.00
none,17.22,0.00,0.00,1.00,clear,sky is clear,16.00,2.00,9.00,2015.00,False,5708.00,6682.00,6251.00,6457.00
none,16.90,0.00,0.00,1.00,clear,sky is clear,17.00,2.00,9.00,2015.00,False,6457.00,6207.00,6145.00,6224.00
none,15.57,0.00,0.00,1.00,clear,sky is clear,18.00,2.00,9.00,2015.00,False,6224.00,4708.00,4634.00,4704.00
none,13.14,0.00,0.00,1.00,clear,sky is clear,19.00,2.00,9.00,2015.00,False,4704.00,3481.00,3368.00,3679.00
none,10.26,0.00,0.00,1.00,clear,sky is clear,20.00,2.00,9.00,2015.00,False,3679.00,2740.00,2853.00,2997.00
none,8.64,0.00,0.00,1.00,clear,sky is clear,21.00,2.00,9.00,2015.00,False,2997.00,2504.00,2422.00,2608.00
none,7.20,0.00,0.00,1.00,clear,sky is clear,22.00,2.00,9.00,2015.00,False,2608.00,1448.00,1561.00,1620.00
none,6.56,0.00,0.00,1.00,clear,sky is clear,23.00,2.00,9.00,2015.00,False,1620.00,933.00,984.00,968.00
none,6.47,0.00,0.00,1.00,clear,sky is clear,0.00,3.00,10.00,2015.00,False,968.00,551.00,522.00,544.00
none,5.74,0.00,0.00,1.00,clear,sky is clear,3.00,3.00,10.00,2015.00,False,298.00,348.00,386.00,373.00
none,5.45,0.00,0.00,1.00,clear,sky is clear,4.00,3.00,10.00,2015.00,False,373.00,947.00,879.00,918.00
none,16.61,0.00,0.00,1.00,clear,sky is clear,14.00,3.00,10.00,2015.00,False,5141.00,5346.00,5317.00,5374.00
none,17.03,0.00,0.00,1.00,clear,sky is clear,15.00,3.00,10.00,2015.00,False,5374.00,5708.00,5971.00,5878.00
none,17.07,0.00,0.00,1.00,clear,sky is clear,16.00,3.00,10.00,2015.00,False,5878.00,6457.00,6454.00,6220.00
none,16.46,0.00,0.00,1.00,clear,sky is clear,17.00,3.00,10.00,2015.00,False,6220.00,6224.00,6217.00,5618.00
none,15.43,0.00,0.00,1.00,clear,sky is clear,18.00,3.00,10.00,2015.00,False,5618.00,4704.00,4997.00,4639.00
none,12.81,0.00,0.00,1.00,clear,sky is clear,19.00,3.00,10.00,2015.00,False,4639.00,3679.00,3627.00,3745.00
none,10.50,0.00,0.00,1.00,clear,sky is clear,20.00,3.00,10.00,2015.00,False,3745.00,2997.00,3032.00,3300.00
none,9.34,0.00,0.00,1.00,clear,sky is clear,21.00,3.00,10.00,2015.00,False,3300.00,2608.00,2588.00,4061.00
none,9.10,0.00,0.00,1.00,clear,sky is clear,22.00,3.00,10.00,2015.00,False,4061.00,1620.00,1920.00,3712.00
none,8.86,0.00,0.00,1.00,clear,sky is clear,23.00,3.00,10.00,2015.00,False,3712.00,968.00,1171.00,1348.00
none,8.56,0.00,0.00,1.00,clear,sky is clear,0.00,4.00,10.00,2015.00,False,1348.00,544.00,655.00,689.00
none,7.32,0.00,0.00,1.00,clear,sky is clear,1.00,4.00,10.00,2015.00,False,689.00,380.00,392.00,431.00
none,5.77,0.00,0.00,1.00,clear,sky is clear,3.00,4.00,10.00,2015.00,False,381.00,373.00,401.00,411.00
none,4.32,0.00,0.00,1.00,clear,sky is clear,5.00,4.00,10.00,2015.00,False,870.00,2922.00,2759.00,2778.00
none,15.61,0.00,0.00,1.00,clear,sky is clear,14.00,4.00,10.00,2015.00,False,5864.00,5374.00,5403.00,6047.00
none,16.39,0.00,0.00,1.00,clear,sky is clear,16.00,4.00,10.00,2015.00,False,6183.00,6220.00,6448.00,6418.00
none,16.22,0.00,0.00,1.00,clear,sky is clear,17.00,4.00,10.00,2015.00,False,6418.00,5618.00,5792.00,6099.00
none,15.20,0.00,0.00,1.00,clear,sky is clear,18.00,4.00,10.00,2015.00,False,6099.00,4639.00,4807.00,5330.00
none,13.93,0.00,0.00,20.00,clouds,few clouds,19.00,4.00,10.00,2015.00,False,5330.00,3745.00,4027.00,4399.00
none,10.98,0.00,0.00,1.00,clear,sky is clear,20.00,4.00,10.00,2015.00,False,4399.00,3300.00,3195.00,3596.00
none,10.53,0.00,0.00,5.00,clear,sky is clear,21.00,4.00,10.00,2015.00,False,3596.00,4061.00,2997.00,2946.00
none,9.51,0.00,0.00,1.00,clear,sky is clear,22.00,4.00,10.00,2015.00,False,2946.00,3712.00,2652.00,2386.00
none,8.62,0.00,0.00,0.00,clear,sky is clear,0.00,5.00,10.00,2015.00,True,1737.00,689.00,1371.00,1186.00
none,7.86,0.00,0.00,0.00,clear,sky is clear,1.00,5.00,10.00,2015.00,True,1186.00,431.00,782.00,795.00
none,7.09,0.00,0.00,1.00,clear,sky is clear,2.00,5.00,10.00,2015.00,True,795.00,381.00,656.00,542.00
none,6.11,0.00,0.00,1.00,clear,sky is clear,4.00,5.00,10.00,2015.00,True,374.00,870.00,432.00,368.00
none,15.51,0.00,0.00,1.00,clear,sky is clear,15.00,5.00,10.00,2015.00,True,4779.00,6183.00,4455.00,4652.00
none,15.43,0.00,0.00,1.00,clear,sky is clear,16.00,5.00,10.00,2015.00,True,4652.00,6418.00,4281.00,4547.00
none,14.87,0.00,0.00,1.00,clear,sky is clear,17.00,5.00,10.00,2015.00,True,4547.00,6099.00,4384.00,4707.00
none,13.27,0.00,0.00,1.00,clear,sky is clear,18.00,5.00,10.00,2015.00,True,4707.00,5330.00,4018.00,4518.00
none,10.99,0.00,0.00,1.00,clear,sky is clear,19.00,5.00,10.00,2015.00,True,4518.00,4399.00,3567.00,3973.00
none,10.32,0.00,0.00,1.00,clear,sky is clear,20.00,5.00,10.00,2015.00,True,3973.00,3596.00,3187.00,3197.00
none,9.23,0.00,0.00,1.00,clear,sky is clear,21.00,5.00,10.00,2015.00,True,3197.00,2946.00,2944.00,3049.00
none,8.89,0.00,0.00,1.00,clear,sky is clear,22.00,5.00,10.00,2015.00,True,3049.00,2386.00,2910.00,3283.00
none,8.45,0.00,0.00,1.00,clear,sky is clear,23.00,5.00,10.00,2015.00,True,3283.00,1737.00,2264.00,2020.00
none,7.93,0.00,0.00,1.00,clear,sky is clear,0.00,6.00,10.00,2015.00,True,2020.00,1186.00,1351.00,1401.00
none,7.28,0.00,0.00,1.00,clear,sky is clear,1.00,6.00,10.00,2015.00,True,1401.00,795.00,1070.00,719.00
none,7.17,0.00,0.00,1.00,clear,sky is clear,2.00,6.00,10.00,2015.00,True,719.00,542.00,725.00,627.00
none,6.54,0.00,0.00,1.00,clear,sky is clear,3.00,6.00,10.00,2015.00,True,627.00,374.00,428.00,350.00
none,5.95,0.00,0.00,75.00,clouds,broken clouds,4.00,6.00,10.00,2015.00,True,350.00,368.00,336.00,338.00
none,5.36,0.00,0.00,1.00,clear,sky is clear,5.00,6.00,10.00,2015.00,True,338.00,775.00,534.00,703.00
none,5.34,0.00,0.00,1.00,clear,sky is clear,8.00,6.00,10.00,2015.00,True,1647.00,3422.00,2347.00,2202.00
none,13.71,0.00,0.00,40.00,clouds,scattered clouds,14.00,6.00,10.00,2015.00,True,6013.00,4779.00,4350.00,5706.00
none,13.93,0.00,0.00,1.00,clear,sky is clear,15.00,6.00,10.00,2015.00,True,5706.00,4652.00,4782.00,4452.00
none,14.08,0.00,0.00,1.00,haze,haze,16.00,6.00,10.00,2015.00,True,4452.00,4547.00,4491.00,4257.00
none,13.59,0.00,0.00,1.00,clear,sky is clear,17.00,6.00,10.00,2015.00,True,4257.00,4707.00,4534.00,4137.00
none,12.71,0.00,0.00,1.00,clear,sky is clear,18.00,6.00,10.00,2015.00,True,4137.00,4518.00,4092.00,3893.00
none,10.77,0.00,0.00,1.00,clear,sky is clear,19.00,6.00,10.00,2015.00,True,3893.00,3973.00,4550.00,3648.00
none,9.34,0.00,0.00,1.00,clear,sky is clear,20.00,6.00,10.00,2015.00,True,3648.00,3197.00,3575.00,2750.00
none,8.51,0.00,0.00,1.00,clear,sky is clear,21.00,6.00,10.00,2015.00,True,2750.00,3049.00,2234.00,2125.00
none,8.80,0.00,0.00,1.00,clear,sky is clear,22.00,6.00,10.00,2015.00,True,2125.00,3283.00,1690.00,1438.00
none,9.22,0.00,0.00,40.00,clouds,scattered clouds,23.00,6.00,10.00,2015.00,True,1438.00,2020.00,999.00,915.00
none,9.03,0.00,0.00,40.00,clouds,scattered clouds,0.00,0.00,10.00,2015.00,False,915.00,1401.00,546.00,474.00
none,8.32,0.00,0.00,75.00,clouds,broken clouds,3.00,0.00,10.00,2015.00,False,258.00,350.00,315.00,316.00
none,8.12,0.00,0.00,75.00,clouds,broken clouds,4.00,0.00,10.00,2015.00,False,316.00,338.00,888.00,870.00
none,8.01,0.00,0.00,90.00,clouds,overcast clouds,7.00,0.00,10.00,2015.00,False,5801.00,1647.00,6558.00,6470.00
none,11.20,0.00,0.00,90.00,clouds,overcast clouds,11.00,0.00,10.00,2015.00,False,4457.00,4416.00,4579.00,4565.00
none,12.68,0.00,0.00,90.00,clouds,overcast clouds,12.00,0.00,10.00,2015.00,False,4565.00,5472.00,4660.00,4815.00
none,13.81,0.00,0.00,90.00,clouds,overcast clouds,13.00,0.00,10.00,2015.00,False,4815.00,6013.00,4719.00,5033.00
none,15.12,0.00,0.00,90.00,clouds,overcast clouds,14.00,0.00,10.00,2015.00,False,5033.00,5706.00,5130.00,5314.00
none,15.60,0.00,0.00,90.00,clouds,overcast clouds,15.00,0.00,10.00,2015.00,False,5314.00,4452.00,5570.00,5825.00
none,16.16,0.00,0.00,90.00,clouds,overcast clouds,16.00,0.00,10.00,2015.00,False,5825.00,4257.00,6325.00,6398.00
